,World Port Index Number,Region Name,Main Port Name,Country Code,World Water Body,Sailing Direction or Publication,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Harbor Size,Harbor Type,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Good Holding Ground,Communications - Telephone,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Medical Facilities,Garbage Disposal,Dirty Ballast Disposal,Cranes - Mobile,Lifts - 0-24 Tons,Services - Longshoremen,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Latitude,Longitude
867,41790.0,Greece West Coast -- 41710,Argostolion,Greece,Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,0.0,14.0,5.5,0.0,Very Small,Coastal (Natural),Fair,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,III,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Limited,38.183333,20.516667
868,41880.0,Greece West Coast -- 41710,Katakolon,Greece,Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,9.4,9.4,9.4,0.0,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,Unknown,Yes,No,Yes,Yes,Unknown,Yes,III,Yes,Yes,Yes,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,37.65,21.316667
869,42050.0,Greece East Coast -- 42010,Navplio,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,4.9,9.4,4.9,0.0,Very Small,Coastal (Breakwater),Excellent,No,No,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,III,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Limited,37.566667,22.8
870,42160.0,Greece East Coast -- 42010,Megara Oil Terminal,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,0.0,23.2,0.0,12.8,Very Small,Open Roadstead,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,III,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,37.966667,23.4
871,61790.0,Japan -- 61100,Miyazu,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,1.0,9.4,14.0,4.9,0.0,Medium,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,XI,Yes,Unknown,Yes,Unknown,Unknown,No,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,35.533333,135.2
872,61541.0,Japan -- 61100,Yura,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,0.0,3.4,7.9,0.0,0.0, , ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,33.95,135.1
873,33880.0,Ireland -- 33840,Rathmullan,Ireland,North Atlantic Ocean,Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,4.0,9.4,17.1,6.4,0.0,Very Small,Coastal (Natural),Excellent,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,I,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,55.1,-7.533333
874,41290.0,Croatia -- 40877,Sibenik,Croatia,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,1.0,21.6,14.0,4.9,0.0,Small,Coastal (Natural),Fair,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Unknown,III,Unknown,Yes,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,43.733333,15.883333
875,42340.0,Greece East Coast -- 42010,Ormos Aliveriou,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,1.0,11.0,23.2,4.9,0.0,Medium,Coastal (Breakwater),Poor,No,Yes,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,III,Yes,Yes,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,38.383333,24.05
876,42070.0,Greece East Coast -- 42010,Spetses,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,23.2,23.2,0.0,0.0,Very Small,Open Roadstead,Fair,No,No,No,Yes,No,Yes,Unknown,Yes,Unknown,Yes,Unknown,III,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,37.266667,23.166667
877,41850.0,Greece West Coast -- 41710,Patrai,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,2.0,6.4,23.2,11.0,0.0,Small,Coastal (Breakwater),Good,No,No,No,Yes,Unknown,No,Unknown,Yes,Yes,Unknown,Yes,III,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,38.25,21.733333
878,39610.0,Italy West Coast -- 39330,Vada,Italy,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,0.0,3.4,15.5,11.0,11.0,Very Small,Open Roadstead,Poor,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,III,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,43.35,10.45
879,40240.0,Sicilia -- 40090,Siracusa,Italy,Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,1.0,23.2,7.9,4.9,0.0,Large,Coastal (Breakwater),Good,Unknown,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,III,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Limited,37.05,15.283333
880,39990.0,Italy West Coast Cont -- 39730,Torre Annunziata,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,0.0,4.9,23.2,9.4,0.0,Small,Coastal (Breakwater),Poor,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,III,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,40.75,14.45
881,40760.0,Italy East Coast -- 40390,Porto Di Lido-Venezia,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,1.0,11.0,12.5,7.9,12.5,Large,Coastal (Breakwater),Good,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,III,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,45.416667,12.433333
882,40040.0,Italy West Coast Cont -- 39730,Salerno,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,0.0,11.0,17.1,11.0,0.0,Small,Coastal (Breakwater),Fair,No,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,III,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,40.666667,14.75
883,50330.0,Indonesia -- 50020,Palembang,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,1.0,3.4,9.4,6.4,6.4,Medium,River (Natural),Excellent,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,-2.983333,104.766667
884,10870.0,Haiti -- 10810,Petit Goave,Haiti,Caribbean Sea; North Atlantic Ocean,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,1.0,20.1,12.5,1.8,0.0,Very Small,Open Roadstead,Good,No,No,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,18.433333,-72.866667
885,51770.0,Indonesia - Borneo -- 51760,Tanjung Arang  (Bunyu),Indonesia,Celebes Sea; North Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,0.0,6.4,12.5,0.0,12.5,Very Small,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,3.466667,117.833333
886,50120.0,Indonesia -- 50020,Toboali,Indonesia,Java Sea; South Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,10.0,6.4,6.4,1.8,0.0,Very Small,Open Roadstead,Poor,Yes,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-3.016667,106.45
887,61750.0,Japan -- 61100,Sakai Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,2.0,9.4,11.0,12.5,7.9,Small,Coastal (Natural),Fair,No,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,35.55,133.25
888,51254.0,Lesser Sunda Islands -- 51250,Tanjung Benete,Indonesia,Indian Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,0.0,11.0,11.0,11.0,11.0,Very Small,Coastal (Natural),Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XI,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Unknown,No,No,No,,-8.9,116.75
889,50700.0,Sumatera -- 50515,Pangkalansusu,Indonesia,Strait of Malacca; Indian Ocean,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,0.0,0.0,4.9,4.9,21.6,Very Small,Coastal (Natural),Fair,Yes,Yes,No,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,XI,Yes,Yes,Yes,Unknown,No,Yes,Yes,Unknown,Yes,No,No,No,Limited,4.116667,98.216667
890,50380.0,Indonesia -- 50020,Panjang,Indonesia,Indian Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,3.0,12.5,12.5,12.5,11.0,Very Small,Coastal (Natural),Good,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,XI,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Unknown,Limited,-5.466667,105.316667
891,40130.0,Sicilia -- 40090,Porto Di Palermo,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,1.0,23.2,17.1,14.0,14.0,Small,Coastal (Breakwater),Excellent,No,Yes,No,Yes,No,Yes,Unknown,Yes,Yes,Yes,Yes,III,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Major,38.119,13.38
892,39740.0,Italy West Coast Cont -- 39730,Portovecchio Di Piombino,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,1.0,11.0,6.4,11.0,0.0,Very Small,Coastal (Breakwater),Fair,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,III,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,42.933,10.557
893,59485.0,Philippine Islands -- 57960,General Santos,Philippines,Celebes Sea; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,2.0,4.9,23.2,7.9,0.0,Very Small,Coastal (Natural),Good,No,No,No,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,XI,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,6.116667,125.183333
894,59345.0,Philippine Islands -- 57960,Nasipit Port,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,2.0,6.4,23.2,12.5,0.0,Very Small,River (Natural),Fair,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Unknown,XI,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Limited,8.983333,125.333333
895,55695.0,Niue -- 55685,Alofi,Niue,South Pacific Ocean,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,2.0,23.2,23.2,1.8,0.0,Very Small,Coastal (Natural),Good,No,No,No,No,No,Yes,Unknown,Yes,Unknown,Unknown,Unknown,XIV,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Emergency Only,-19.033333,-169.933333
896,55440.0,New Zealand S Island -- 55260,Greymouth,New Zealand,Tasman Sea; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,3.0,1.8,17.1,4.9,0.0,Very Small,River (Natural),Good,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,XIV,Yes,Unknown,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Limited,-42.433333,171.216667
897,55400.0,New Zealand S Island -- 55260,Bluff Harbor,New Zealand,South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,12.5,14.0,0.0,11.0,Small,Coastal (Breakwater),Excellent,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,XIV,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Major,-46.6,168.333333
898,47105.0,Kenya -- 47090,Kilifi,Kenya,Indian Ocean,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,1.0,3.4,14.0,9.4,0.0,Very Small,Open Roadstead,Poor,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,VIII,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,No,No,No,No,Unknown,-3.633333,39.866667
899,46935.0,Mozambique -- 46860,Nacala,Mozambique,Mozambique Channel; Indian Ocean,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,3.0,23.2,9.4,6.4,9.4,Very Small,Coastal (Natural),Good,Yes,No,No,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,VII,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Limited,-14.533333,40.666667
900,46930.0,Mozambique -- 46860,Mocambique,Mozambique,Mozambique Channel; Indian Ocean,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,3.0,7.9,20.1,0.0,0.0,Small,Coastal (Natural),Fair,Yes,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,VII,Unknown,Yes,Yes,Unknown,No,Unknown,Yes,Yes,Yes,Yes,No,Yes,Limited,-15.033333,40.733333
901,57320.0,New Caledonia -- 57260,Noumea,New Caledonia,Coral Sea; South Pacific Ocean,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,1.0,7.9,7.9,9.4,9.4,Small,Coastal (Natural),Excellent,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,X,Yes,Unknown,Yes,Yes,No,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Moderate,-22.283333,166.433333
902,56500.0,Nauru -- 56495,Nauru,Nauru,South Pacific Ocean,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,1.0,23.2,0.0,23.2,23.2,Very Small,Open Roadstead,Fair,No,Yes,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,X,Unknown,Yes,Yes,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Limited,-0.533333,166.916667
903,46240.0,Nigeria -- 46120,Okwori Terminal,Nigeria,Gulf of Guinea; North Atlantic Ocean,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,0.0,23.2,23.2,0.0,23.2,Very Small,Open Roadstead,Poor,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,II,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,No,No,No,No,Unknown,3.85,6.983333
904,46230.0,Nigeria -- 46120,Calabar,Nigeria,Gulf of Guinea; North Atlantic Ocean,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,2.0,7.9,21.6,7.9,7.9,Very Small,River (Natural),Excellent,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,II,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Limited,4.966667,8.316667
905,45812.0,Mauritania -- 45810,Nouadhibou,Mauritania,North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,2.0,7.9,9.4,17.1,11.0,Medium,Coastal (Natural),Good,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,II,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,No,Yes,Yes,Yes,Limited,20.916667,-17.05
906,45793.0, ,Casablanca,Morocco,North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,4.0,12.5,23.2,11.0,0.0,Large,Coastal (Breakwater),Excellent,No,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,II,Yes,Unknown,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,33.6,-7.616667
907,45297.0,Libya -- 45200,As Sidr,Libya,Gulf of Sidra; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,1.0,23.2,23.2,0.0,23.2,Very Small,Open Roadstead,Poor,No,No,No,Yes,Yes,Yes,Unknown,Yes,No,Yes,Unknown,III,Unknown,Yes,Yes,No,No,No,Unknown,Unknown,No,No,No,No,Emergency Only,30.633333,18.366667
908,45295.0,Libya -- 45200,Al Burayqah,Libya,Gulf of Sidra; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,1.0,0.0,23.2,11.0,23.2,Small,Coastal (Breakwater),Fair,No,No,No,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,III,Yes,Yes,Yes,Unknown,No,Yes,Unknown,Yes,No,No,No,No,,30.416667,19.6
909,44200.0,Russia -- 44030,Novorossiysk,Russia,Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),1.0,12.5,11.0,9.4,23.2,Large,Coastal (Breakwater),Good,No,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,III,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,44.716667,37.783333
910,43560.0,Romania -- 43540,Constanta,Romania,Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,20.1,23.2,6.4,12.5,Medium,Coastal (Breakwater),Good,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,III,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,44.166667,28.65
911,45950.0,Liberia -- 45920,Buchanan,Liberia,North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,1.0,12.5,20.1,9.4,9.4,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,II,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Yes,No,Yes,No,No,Unknown,5.866667,-10.066667
912,45940.0,Liberia -- 45920,Monrovia,Liberia,North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,1.0,7.9,12.5,7.9,7.9,Small,Coastal (Breakwater),Fair,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,II,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,6.316667,-10.816667
913,37990.0,Portugal -- 37930,Lisboa,Portugal,North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,5.0,14.0,15.5,17.1,0.0,Large,River (Natural),Excellent,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,II,Yes,Unknown,Yes,Yes,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Major,38.7,-9.166667
914,31150.0,Netherlands -- 30980,Dordrecht,Netherlands,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,1.0,9.4,11.0,7.9,6.4,Medium,River (Natural),Good,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,I,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,51.816667,4.65
915,31010.0,Netherlands -- 30980,Harlingen,Netherlands,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,2.0,3.4,3.4,3.4,4.9,Very Small,Coastal (Tide Gates),Fair,No,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,I,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,53.183333,5.416667
916,38130.0,Arquipelago Da Madeira -- 38120,Funchal,Portugal,North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,2.0,12.5,12.5,11.0,12.5,Large,Coastal (Breakwater),Excellent,No,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,II,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,32.633333,-16.916667
917,28720.0,Poland -- 28700,Nowy Port,Poland,Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part),0.0,11.0,9.4,4.9,0.0,Small,Canal or Lake,Excellent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I,Yes,Unknown,Yes,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Major,54.416667,18.666667
918,15990.0,Mexico West Coast -- 15700,Ensenada,Mexico,North Pacific Ocean,Sailing Directions Pub. 153 (Enroute) - West Coasts of Mexico and Central America,2.0,11.0,4.9,7.9,0.0,Medium,Coastal (Breakwater),Good,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,XII,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,31.866667,-116.633333
919,14955.0,Peru -- 14830,La Pampilla Oil Terminal,Peru,South Pacific Ocean,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,1.0,0.0,18.6,11.0,17.1,Very Small,Open Roadstead,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,XVI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,-11.933333,-77.133333
920,23115.0,Norway -- 20620,Moldtustranda,Norway,Norwegian Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,0.0,0.0,20.1,3.4,0.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,62.3,5.65
921,23451.0,Norway -- 20620,Karsto,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,0.0,23.2,23.2,11.0,14.0,Medium,Open Roadstead,Fair,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Limited,59.266667,5.516667
922,11090.0,Puerto Rico -- 11080,Aguadilla,Puerto Rico,North Atlantic Ocean,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,0.3,20.1,15.5,11.0,7.9,Very Small,Open Roadstead,Fair,No,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,IV,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,18.433333,-67.15
923,11290.0,Puerto Rico -- 11080,Mayaguez,Puerto Rico,North Atlantic Ocean,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,0.3,7.9,4.9,7.9,0.0,Small,Open Roadstead,Excellent,Yes,Yes,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,IV,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Limited,18.2,-67.15
924,11625.0,Saint Lucia -- 11615,Grand Cul De Sac Bay,Saint Lucia,Caribbean Sea; North Atlantic Ocean,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,0.0,23.2,0.0,11.0,23.2,Small,Coastal (Natural),Good,No,No,No,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,IV,Yes,Yes,Yes,No,No,Unknown,Unknown,Unknown,Yes,No,No,No,,13.983333,-61.016667
925,30985.0,Netherlands -- 30980,Eemshaven,Netherlands,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,2.0,7.9,9.4,11.0,7.9,Small,River (Basins),Fair,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,I,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,53.45,6.833333
